Year,Month,Day,Hour,CY,Lat,Lon,VMax,MSLP,SN,Cat
1945,4,19,12,1,9.5,160.3,25,,194501,TD
1945,4,19,18,1,9.6,159.9,30,,194501,TD
1945,4,20,0,1,9.6,159.7,35,,194501,TS
1945,4,20,6,1,9.7,159.3,40,,194501,TS
1945,4,20,12,1,9.8,158.8,45,,194501,TS
1945,4,20,18,1,9.8,158.3,45,,194501,TS
1945,4,21,0,1,9.8,157.9,50,,194501,TS
1945,4,21,6,1,9.9,157.4,50,,194501,TS
1945,4,21,12,1,10.0,157.0,50,,194501,TS
1945,4,21,18,1,10.0,156.5,40,,194501,TS
1945,4,22,0,1,10.1,155.8,40,,194501,TS
1945,4,22,6,1,10.2,155.1,35,,194501,TS
1945,4,22,12,1,10.2,154.5,35,,194501,TS
1945,4,22,18,1,10.3,154.2,35,,194501,TS
1945,4,23,0,1,10.4,153.8,35,,194501,TS
1945,4,23,6,1,10.5,153.4,30,,194501,TD
1945,4,23,12,1,10.6,153.0,30,,194501,TD
1945,4,23,18,1,11.0,152.4,30,,194501,TD
1945,4,24,0,1,11.2,152.0,30,,194501,TD
1945,4,24,6,1,11.6,151.5,30,,194501,TD
1945,4,24,12,1,12.0,151.0,30,,194501,TD
1945,4,24,18,1,12.7,150.6,30,,194501,TD
1945,4,25,0,1,13.3,150.2,30,,194501,TD
1945,4,25,6,1,13.9,149.8,25,,194501,TD
1945,4,25,12,1,14.5,149.5,25,,194501,TD
1945,4,25,18,1,15.1,149.3,25,,194501,TD
1945,4,26,0,1,15.8,149.2,25,,194501,TD
1945,4,26,6,1,16.4,149.1,20,,194501,TD
1945,4,26,12,1,17.0,149.0,20,,194501,TD
1945,5,13,12,2,19.0,136.0,20,,194502,TD
1945,5,13,18,2,19.8,136.8,25,,194502,TD
1945,5,14,0,2,20.4,137.4,30,,194502,TD
1945,5,14,6,2,21.3,138.2,35,,194502,TS
1945,5,14,12,2,22.0,139.0,40,,194502,TS
1945,5,14,18,2,23.0,139.8,50,,194502,TS
1945,5,15,0,2,24.0,140.5,55,,194502,TS
1945,5,15,6,2,25.6,141.9,50,,194502,TS
1945,5,15,12,2,27.0,143.0,40,,194502,TS
1945,5,15,18,2,28.0,144.4,35,,194502,TS
1945,5,16,0,2,29.1,145.8,30,,194502,TD
1945,5,16,6,2,30.0,147.2,30,,194502,TD
1945,5,16,12,2,31.0,148.5,25,,194502,TD
1945,6,1,12,3,11.3,133.0,30,,194503,TD
1945,6,1,18,3,11.8,132.0,30,,194503,TD
1945,6,2,0,3,12.1,131.3,30,,194503,TD
1945,6,2,6,3,12.5,130.4,30,,194503,TD
1945,6,2,12,3,13.0,129.5,30,,194503,TD
1945,6,2,18,3,14.0,129.3,30,,194503,TD
1945,6,3,0,3,15.0,129.2,35,,194503,TS
1945,6,3,6,3,16.0,129.1,35,,194503,TS
1945,6,3,12,3,17.0,129.0,35,,194503,TS
1945,6,3,18,3,18.2,129.4,35,,194503,TS
1945,6,4,0,3,19.4,130.0,40,,194503,TS
1945,6,4,6,3,20.4,130.4,40,,194503,TS
1945,6,4,12,3,21.5,131.0,40,,194503,TS
1945,6,4,18,3,23.0,132.0,40,,194503,TS
1945,6,5,0,3,24.3,133.3,45,,194503,TS
1945,6,5,6,3,25.7,134.7,50,,194503,TS
1945,6,5,12,3,27.0,136.0,60,,194503,TS
1945,6,5,18,3,28.0,137.6,70,,194503,Cat1
1945,6,6,0,3,29.0,139.0,70,,194503,Cat1
1945,6,6,6,3,30.0,140.5,60,,194503,TS
1945,6,6,12,3,31.0,142.0,55,,194503,TS
1945,6,6,18,3,31.5,143.9,50,,194503,TS
1945,6,7,0,3,32.0,145.7,40,,194503,TS
1945,6,7,6,3,32.6,147.3,35,,194503,TS
1945,6,7,12,3,33.0,149.0,30,,194503,TD
1945,6,18,12,4,13.0,134.0,30,,194504,TD
1945,6,18,18,4,14.0,134.4,40,,194504,TS
1945,6,19,0,4,15.0,134.9,45,,194504,TS
1945,6,19,6,4,16.0,135.5,40,,194504,TS
1945,6,19,12,4,17.0,136.0,35,,194504,TS
1945,6,19,18,4,18.2,136.2,35,,194504,TS
1945,6,20,0,4,19.3,136.5,35,,194504,TS
1945,6,20,6,4,20.4,136.7,35,,194504,TS
1945,6,20,12,4,21.5,137.0,40,,194504,TS
1945,6,20,18,4,22.7,138.5,40,,194504,TS
1945,6,21,0,4,23.8,140.0,35,,194504,TS
1945,6,21,6,4,24.9,141.5,35,,194504,TS
1945,6,21,12,4,26.0,143.0,35,,194504,TS
1945,7,3,12,5,14.2,113.1,20,,194505,TD
1945,7,3,18,5,14.5,113.4,20,,194505,TD
1945,7,4,0,5,14.8,113.7,20,,194505,TD
1945,7,4,6,5,15.2,113.9,20,,194505,TD
1945,7,4,12,5,15.5,114.3,20,,194505,TD
1945,7,4,18,5,16.0,114.4,20,,194505,TD
1945,7,5,0,5,16.4,114.7,20,,194505,TD
1945,7,5,6,5,16.8,115.0,30,,194505,TD
1945,7,5,12,5,17.3,115.3,30,,194505,TD
1945,7,5,18,5,17.9,115.4,30,,194505,TD
1945,7,6,0,5,18.5,115.5,35,,194505,TS
1945,7,6,6,5,19.0,115.5,35,,194505,TS
1945,7,6,12,5,19.6,115.4,35,,194505,TS
1945,7,6,18,5,20.2,114.9,40,,194505,TS
1945,7,7,0,5,20.7,114.4,50,,194505,TS
1945,7,7,6,5,21.2,114.0,45,,194505,TS
1945,7,7,12,5,21.5,113.4,40,,194505,TS
1945,7,7,18,5,22.1,112.8,40,,194505,TS
1945,7,8,0,5,22.6,112.3,35,,194505,TS
1945,7,8,6,5,23.2,111.6,35,,194505,TS
1945,7,14,12,6,9.3,132.6,20,,194506,TD
1945,7,14,18,6,10.0,131.9,20,,194506,TD
1945,7,15,0,6,10.6,131.3,20,,194506,TD
1945,7,15,6,6,11.3,130.7,20,,194506,TD
1945,7,15,12,6,12.2,130.0,20,,194506,TD
1945,7,15,18,6,13.0,129.4,20,,194506,TD
1945,7,16,0,6,13.6,128.8,20,,194506,TD
1945,7,16,6,6,14.3,128.2,30,,194506,TD
1945,7,16,12,6,14.9,127.6,45,,194506,TS
1945,7,16,18,6,15.4,127.1,45,,194506,TS
1945,7,17,0,6,16.1,126.7,40,,194506,TS
1945,7,17,6,6,17.0,126.0,35,,194506,TS
1945,7,17,12,6,18.0,125.6,35,,194506,TS
1945,7,17,18,6,19.1,125.1,45,,194506,TS
1945,7,18,0,6,20.0,125.1,50,,194506,TS
1945,7,18,6,6,21.1,125.1,50,,194506,TS
1945,7,18,12,6,22.1,125.2,55,,194506,TS
1945,7,18,18,6,23.1,125.3,55,,194506,TS
1945,7,19,0,6,24.1,125.7,55,,194506,TS
1945,7,19,6,6,25.0,126.1,60,,194506,TS
1945,7,19,12,6,26.0,126.6,65,,194506,Cat1
1945,7,19,18,6,27.0,127.1,65,,194506,Cat1
1945,7,20,0,6,28.0,127.8,65,,194506,Cat1
1945,7,20,6,6,29.4,129.0,65,,194506,Cat1
1945,7,20,12,6,31.3,131.6,60,,194506,TS
1945,7,20,18,6,32.7,134.2,55,,194506,TS
1945,7,21,0,6,33.5,137.5,50,,194506,TS
1945,7,21,6,6,33.8,140.6,40,,194506,TS
1945,7,21,12,6,35.0,141.5,35,,194506,TS
1945,7,21,18,6,35.0,143.0,30,,194506,TD
1945,7,22,0,6,35.0,145.0,25,,194506,TD
1945,7,22,12,7,17.0,118.0,20,,194507,TD
1945,7,22,18,7,18.1,117.5,25,,194507,TD
1945,7,23,0,7,19.2,117.0,35,,194507,TS
1945,7,23,6,7,20.3,116.5,35,,194507,TS
1945,7,23,12,7,21.5,116.0,30,,194507,TD
1945,7,27,12,8,22.0,154.0,35,,194508,TS
1945,7,27,18,8,23.0,153.7,35,,194508,TS
1945,7,28,0,8,23.9,153.2,35,,194508,TS
1945,7,28,6,8,24.9,152.9,35,,194508,TS
1945,7,28,12,8,26.0,152.5,40,,194508,TS
1945,7,28,18,8,27.0,152.5,40,,194508,TS
1945,7,29,0,8,28.0,152.5,40,,194508,TS
1945,7,29,6,8,29.0,152.4,40,,194508,TS
1945,7,29,12,8,30.0,152.4,35,,194508,TS
1945,7,30,0,9,22.5,128.5,35,,194509,TS
1945,7,30,6,9,22.3,128.8,40,,194509,TS
1945,7,30,12,9,22.0,129.0,40,,194509,TS
1945,7,30,18,9,22.3,129.6,40,,194509,TS
1945,7,31,0,9,22.7,130.1,40,,194509,TS
1945,7,31,6,9,23.1,130.6,40,,194509,TS
1945,7,31,12,9,23.5,131.0,50,,194509,TS
1945,7,31,18,9,23.8,130.9,60,,194509,TS
1945,8,1,0,9,24.0,130.8,70,,194509,Cat1
1945,8,1,6,9,24.2,130.6,80,,194509,Cat1
1945,8,1,12,9,24.5,130.5,70,,194509,Cat1
1945,8,1,18,9,24.7,130.2,70,,194509,Cat1
1945,8,2,0,9,25.0,130.0,60,,194509,TS
1945,8,2,6,9,25.2,129.8,60,,194509,TS
1945,8,2,12,9,25.5,129.5,50,,194509,TS
1945,8,2,18,9,26.0,129.0,50,,194509,TS
1945,8,3,0,9,26.6,128.5,50,,194509,TS
1945,8,3,6,9,27.4,128.0,50,,194509,TS
1945,8,3,12,9,28.0,127.5,50,,194509,TS
1945,8,3,18,9,31.0,127.2,50,,194509,TS
1945,8,4,0,9,34.0,127.0,40,,194509,TS
1945,8,4,6,9,36.6,127.0,40,,194509,TS
1945,8,4,12,9,39.0,127.0,40,,194509,TS
1945,8,5,12,10,15.5,123.5,40,,194510,TS
1945,8,5,18,10,16.0,122.4,45,,194510,TS
1945,8,6,0,10,16.5,121.4,45,,194510,TS
1945,8,6,6,10,17.0,120.4,50,,194510,TS
1945,8,6,12,10,17.5,119.5,50,,194510,TS
1945,8,6,18,10,17.7,118.9,50,,194510,TS
1945,8,7,0,10,17.8,118.1,60,,194510,TS
1945,8,7,6,10,17.9,117.3,60,,194510,TS
1945,8,7,12,10,18.0,116.5,70,,194510,Cat1
1945,8,7,18,10,18.4,115.6,80,,194510,Cat1
1945,8,8,0,10,18.7,115.1,70,,194510,Cat1
1945,8,8,6,10,19.0,114.2,60,,194510,TS
1945,8,8,12,10,19.5,113.5,60,,194510,TS
1945,8,8,18,10,19.8,113.0,60,,194510,TS
1945,8,9,0,10,20.2,112.5,60,,194510,TS
1945,8,9,6,10,20.7,112.0,50,,194510,TS
1945,8,9,12,10,21.0,111.5,40,,194510,TS
1945,8,9,12,11,22.0,149.0,25,,194511,TD
1945,8,9,18,11,23.2,148.4,30,,194511,TD
1945,8,10,0,11,24.6,148.0,30,,194511,TD
1945,8,10,6,11,25.7,147.5,35,,194511,TS
1945,8,10,12,11,27.0,147.0,35,,194511,TS
1945,8,10,18,11,27.4,146.7,40,,194511,TS
1945,8,11,0,11,27.9,146.4,40,,194511,TS
1945,8,11,6,11,28.5,146.2,40,,194511,TS
1945,8,11,12,11,29.0,146.0,50,,194511,TS
1945,8,11,18,11,29.7,146.4,50,,194511,TS
1945,8,12,0,11,30.4,147.0,40,,194511,TS
1945,8,12,6,11,31.1,147.3,40,,194511,TS
1945,8,12,12,11,32.0,148.0,40,,194511,TS
1945,8,12,18,11,32.8,149.0,40,,194511,TS
1945,8,13,0,11,33.7,150.0,40,,194511,TS
1945,8,13,6,11,34.6,150.9,40,,194511,TS
1945,8,13,12,11,35.5,152.0,40,,194511,TS
1945,8,15,12,12,17.0,161.0,25,,194512,TD
1945,8,15,18,12,17.5,160.1,25,,194512,TD
1945,8,16,0,12,18.0,159.3,25,,194512,TD
1945,8,16,6,12,18.4,158.8,25,,194512,TD
1945,8,16,12,12,19.0,158.0,25,,194512,TD
1945,8,16,18,12,19.5,157.5,25,,194512,TD
1945,8,17,0,12,20.0,156.9,25,,194512,TD
1945,8,17,6,12,20.4,156.5,25,,194512,TD
1945,8,17,12,12,21.0,156.0,25,,194512,TD
1945,8,17,18,12,21.3,155.2,25,,194512,TD
1945,8,18,0,12,21.7,154.5,25,,194512,TD
1945,8,18,6,12,22.0,153.7,25,,194512,TD
1945,8,18,12,12,22.5,153.0,30,,194512,TD
1945,8,18,18,12,23.0,152.1,30,,194512,TD
1945,8,19,0,12,23.5,151.4,30,,194512,TD
1945,8,19,6,12,23.9,150.8,35,,194512,TS
1945,8,19,12,12,24.5,150.5,35,,194512,TS
1945,8,19,18,12,25.3,149.5,40,,194512,TS
1945,8,20,0,12,26.2,149.0,40,,194512,TS
1945,8,20,6,12,27.1,148.4,40,,194512,TS
1945,8,20,12,12,28.0,148.0,40,,194512,TS
1945,8,20,18,12,28.4,147.0,50,,194512,TS
1945,8,21,0,12,29.0,146.2,60,,194512,TS
1945,8,21,6,12,29.6,145.2,50,,194512,TS
1945,8,21,12,12,30.0,144.5,40,,194512,TS
1945,8,21,18,12,30.7,143.8,40,,194512,TS
1945,8,22,0,12,31.5,143.0,40,,194512,TS
1945,8,22,6,12,32.3,142.2,40,,194512,TS
1945,8,22,12,12,33.0,141.5,40,,194512,TS
1945,8,22,0,13,21.7,131.3,25,,194513,TD
1945,8,22,6,13,22.0,132.5,25,,194513,TD
1945,8,22,12,13,22.4,133.5,30,,194513,TD
1945,8,22,18,13,23.0,134.5,30,,194513,TD
1945,8,23,0,13,23.7,135.3,40,,194513,TS
1945,8,23,6,13,24.2,136.0,40,,194513,TS
1945,8,23,12,13,24.9,136.6,50,,194513,TS
1945,8,23,18,13,25.7,137.1,50,,194513,TS
1945,8,24,0,13,26.5,137.3,50,,194513,TS
1945,8,24,6,13,27.7,137.4,50,,194513,TS
1945,8,24,12,13,29.0,137.0,50,,194513,TS
1945,8,24,18,13,30.0,136.5,60,,194513,TS
1945,8,25,0,13,30.9,135.8,70,,194513,Cat1
1945,8,25,6,13,32.0,135.1,70,,194513,Cat1
1945,8,25,12,13,33.0,134.5,60,,194513,TS
1945,8,25,18,13,34.0,133.8,55,,194513,TS
1945,8,26,0,13,35.0,133.2,50,,194513,TS
1945,8,26,6,13,36.1,132.8,40,,194513,TS
1945,8,26,12,13,37.2,132.5,40,,194513,TS
1945,8,26,18,13,38.5,132.3,40,,194513,TS
1945,8,27,0,13,39.7,132.4,40,,194513,TS
1945,8,27,6,13,41.2,132.9,35,,194513,TS
1945,8,27,12,13,42.6,133.7,35,,194513,TS
1945,8,27,18,13,43.8,134.8,35,,194513,TS
1945,8,28,0,13,45.0,136.0,35,,194513,TS
1945,8,23,0,14,23.3,124.7,60,,194514,TS
1945,8,23,6,14,23.4,125.7,60,,194514,TS
1945,8,23,12,14,23.5,126.7,60,,194514,TS
1945,8,23,18,14,23.7,127.8,70,,194514,Cat1
1945,8,24,0,14,23.8,128.7,70,,194514,Cat1
1945,8,24,6,14,24.0,129.6,75,,194514,Cat1
1945,8,24,12,14,24.3,130.5,75,,194514,Cat1
1945,8,24,18,14,24.6,131.4,75,,194514,Cat1
1945,8,25,0,14,25.0,132.2,75,,194514,Cat1
1945,8,25,6,14,25.6,133.0,75,,194514,Cat1
1945,8,25,12,14,26.4,133.4,80,,194514,Cat1
1945,8,25,18,14,27.1,133.7,80,,194514,Cat1
1945,8,26,0,14,28.0,133.7,80,,194514,Cat1
1945,8,26,6,14,29.0,133.8,80,,194514,Cat1
1945,8,26,12,14,30.1,133.7,75,,194514,Cat1
1945,8,26,18,14,31.0,133.5,75,,194514,Cat1
1945,8,27,0,14,32.0,133.2,75,,194514,Cat1
1945,8,27,6,14,33.1,133.2,60,,194514,TS
1945,8,27,12,14,34.1,133.2,50,,194514,TS
1945,8,27,18,14,35.2,133.3,40,,194514,TS
1945,8,28,0,14,36.5,133.4,40,,194514,TS
1945,8,23,12,15,19.0,116.0,40,,194515,TS
1945,8,23,18,15,19.8,115.5,50,,194515,TS
1945,8,24,0,15,20.6,115.3,60,,194515,TS
1945,8,24,6,15,21.3,115.0,65,,194515,Cat1
1945,8,24,12,15,21.7,114.8,65,,194515,Cat1
1945,8,24,18,15,22.3,114.7,70,,194515,Cat1
1945,8,25,0,15,22.7,114.6,70,,194515,Cat1
1945,8,25,6,15,23.9,115.0,60,,194515,TS
1945,8,29,12,16,14.5,135.5,25,,194516,TD
1945,8,29,18,16,14.5,135.0,30,,194516,TD
1945,8,30,0,16,14.5,134.5,35,,194516,TS
1945,8,30,6,16,14.6,133.2,40,,194516,TS
1945,8,30,12,16,15.0,132.0,40,,194516,TS
1945,8,30,18,16,15.4,131.0,45,,194516,TS
1945,8,31,0,16,16.0,130.0,45,,194516,TS
1945,8,31,6,16,16.5,129.3,50,,194516,TS
1945,8,31,12,16,17.0,128.5,60,,194516,TS
1945,8,31,18,16,17.7,127.5,65,,194516,Cat1
1945,9,1,0,16,18.5,126.5,70,,194516,Cat1
1945,9,1,6,16,19.3,125.5,80,,194516,Cat1
1945,9,1,12,16,20.0,124.5,85,,194516,Cat2
1945,9,1,18,16,20.7,123.7,95,,194516,Cat2
1945,9,2,0,16,21.5,123.0,105,,194516,Cat3
1945,9,2,6,16,22.5,122.5,105,,194516,Cat3
1945,9,2,12,16,23.5,122.0,90,,194516,Cat2
1945,9,2,18,16,24.2,121.5,75,,194516,Cat1
1945,9,3,0,16,25.0,121.0,60,,194516,TS
1945,9,3,6,16,25.5,120.5,50,,194516,TS
1945,9,3,12,16,26.0,120.0,50,,194516,TS
1945,9,3,18,16,26.2,119.2,45,,194516,TS
1945,9,4,0,16,26.5,118.5,45,,194516,TS
1945,9,4,6,16,26.8,118.0,40,,194516,TS
1945,9,4,12,16,27.5,117.5,40,,194516,TS
1945,9,7,12,17,14.5,130.5,25,,194517,TD
1945,9,7,18,17,14.7,129.3,30,,194517,TD
1945,9,8,0,17,15.0,128.0,30,,194517,TD
1945,9,8,6,17,15.9,126.8,35,,194517,TS
1945,9,8,12,17,17.0,126.0,40,,194517,TS
1945,9,8,18,17,17.7,125.5,45,,194517,TS
1945,9,9,0,17,18.5,125.0,50,,194517,TS
1945,9,9,6,17,18.8,124.5,55,,194517,TS
1945,9,9,12,17,19.0,124.0,60,,194517,TS
1945,9,9,18,17,20.0,123.4,65,,194517,Cat1
1945,9,10,0,17,21.0,123.0,70,,194517,Cat1
1945,9,10,6,17,21.5,122.5,85,,194517,Cat2
1945,9,10,12,17,22.0,122.0,90,,194517,Cat2
1945,9,10,18,17,22.8,121.3,70,,194517,Cat1
1945,9,11,0,17,23.5,121.0,45,,194517,TS
1945,9,11,6,17,24.2,120.5,50,,194517,TS
1945,9,11,12,17,25.0,120.0,55,,194517,TS
1945,9,11,18,17,26.0,119.2,60,,194517,TS
1945,9,12,0,17,27.0,119.0,55,,194517,TS
1945,9,12,6,17,29.0,119.3,55,,194517,TS
1945,9,12,12,17,31.0,120.0,50,,194517,TS
1945,9,12,18,17,32.5,122.5,50,,194517,TS
1945,9,13,0,17,34.5,125.0,45,,194517,TS
1945,9,13,6,17,36.0,127.0,45,,194517,TS
1945,9,13,12,17,37.2,129.5,40,,194517,TS
1945,9,13,18,17,38.5,133.0,35,,194517,TS
1945,9,14,0,17,40.2,136.5,35,,194517,TS
1945,9,14,6,17,42.0,140.0,30,,194517,TD
1945,9,10,0,18,8.0,157.0,30,,194518,TD
1945,9,10,6,18,8.5,156.0,30,,194518,TD
1945,9,10,12,18,9.0,155.1,30,,194518,TD
1945,9,10,18,18,9.6,154.2,30,,194518,TD
1945,9,11,0,18,10.0,153.0,35,,194518,TS
1945,9,11,6,18,10.3,151.8,35,,194518,TS
1945,9,11,12,18,10.5,150.5,35,,194518,TS
1945,9,11,18,18,10.7,149.2,40,,194518,TS
1945,9,12,0,18,11.0,148.0,40,,194518,TS
1945,9,12,6,18,11.2,146.8,40,,194518,TS
1945,9,12,12,18,11.7,145.7,45,,194518,TS
1945,9,12,18,18,12.0,144.6,45,,194518,TS
1945,9,13,0,18,12.5,143.5,50,,194518,TS
1945,9,13,6,18,13.0,142.3,55,,194518,TS
1945,9,13,12,18,13.5,141.0,55,,194518,TS
1945,9,13,18,18,13.9,139.7,55,,194518,TS
1945,9,14,0,18,14.5,138.5,60,,194518,TS
1945,9,14,6,18,15.0,137.0,60,,194518,TS
1945,9,14,12,18,15.8,135.7,60,,194518,TS
1945,9,14,18,18,16.5,134.2,60,,194518,TS
1945,9,15,0,18,17.5,133.0,60,,194518,TS
1945,9,15,6,18,18.9,131.9,65,,194518,Cat1
1945,9,15,12,18,20.0,130.8,65,,194518,Cat1
1945,9,15,18,18,21.5,129.8,65,,194518,Cat1
1945,9,16,0,18,23.0,129.0,65,,194518,Cat1
1945,9,16,6,18,24.5,128.4,65,,194518,Cat1
1945,9,16,12,18,26.1,128.3,70,,194518,Cat1
1945,9,16,18,18,27.8,129.0,70,,194518,Cat1
1945,9,17,0,18,29.0,130.0,70,,194518,Cat1
1945,9,17,6,18,30.9,132.0,65,,194518,Cat1
1945,9,17,12,18,32.6,134.3,65,,194518,Cat1
1945,9,17,18,18,34.4,136.5,60,,194518,TS
1945,9,18,0,18,36.0,139.0,55,,194518,TS
1945,9,18,6,18,38.0,142.9,55,,194518,TS
1945,9,18,12,18,39.9,146.8,55,,194518,TS
1945,9,18,18,18,41.4,150.8,55,,194518,TS
1945,9,19,0,18,43.0,155.0,55,,194518,TS
1945,9,19,6,18,44.4,158.2,50,,194518,TS
1945,9,19,12,18,45.8,161.6,45,,194518,TS
1945,9,19,18,18,47.3,164.8,45,,194518,TS
1945,9,20,0,18,49.0,168.0,40,,194518,TS
1945,9,20,6,18,49.0,172.0,50,,194518,TS
1945,9,20,12,18,50.0,174.0,50,,194518,TS
1945,9,20,18,18,51.0,176.0,50,,194518,TS
1945,9,20,12,19,17.0,113.5,35,,194519,TS
1945,9,20,18,19,17.7,112.4,40,,194519,TS
1945,9,21,0,19,18.4,111.4,45,,194519,TS
1945,9,21,6,19,19.0,110.3,50,,194519,TS
1945,9,21,12,19,19.6,109.4,40,,194519,TS
1945,9,21,18,19,20.3,108.3,40,,194519,TS
1945,9,22,0,19,20.8,107.3,35,,194519,TS
1945,9,21,6,20,12.3,124.4,25,,194520,TD
1945,9,21,12,20,12.4,123.7,25,,194520,TD
1945,9,21,18,20,12.7,122.7,25,,194520,TD
1945,9,22,0,20,13.0,121.8,30,,194520,TD
1945,9,22,6,20,13.4,121.0,30,,194520,TD
1945,9,22,12,20,13.8,120.0,35,,194520,TS
1945,9,22,18,20,14.4,118.8,35,,194520,TS
1945,9,23,0,20,15.1,117.7,40,,194520,TS
1945,9,23,6,20,15.7,116.8,40,,194520,TS
1945,9,23,12,20,16.3,116.0,35,,194520,TS
1945,9,23,18,20,17.2,115.0,30,,194520,TD
1945,9,24,0,20,18.4,113.5,25,,194520,TD
1945,9,24,6,20,19.5,111.9,20,,194520,TD
1945,9,25,0,21,11.5,142.5,25,,194521,TD
1945,9,25,6,21,12.0,141.6,25,,194521,TD
1945,9,25,12,21,12.5,140.8,25,,194521,TD
1945,9,25,18,21,13.0,140.0,25,,194521,TD
1945,9,26,0,21,13.5,139.0,25,,194521,TD
1945,9,26,6,21,14.0,138.1,25,,194521,TD
1945,9,26,12,21,14.6,137.2,30,,194521,TD
1945,9,26,18,21,15.0,136.4,40,,194521,TS
1945,9,27,0,21,15.5,135.5,45,,194521,TS
1945,9,27,6,21,15.8,134.5,50,,194521,TS
1945,9,27,12,21,16.2,133.7,55,,194521,TS
1945,9,27,18,21,16.6,132.9,60,,194521,TS
1945,9,28,0,21,17.0,132.0,65,,194521,Cat1
1945,9,28,6,21,17.3,131.4,70,,194521,Cat1
1945,9,28,12,21,17.7,130.7,70,,194521,Cat1
1945,9,28,18,21,18.0,130.1,75,,194521,Cat1
1945,9,29,0,21,18.5,129.5,75,,194521,Cat1
1945,9,29,6,21,19.2,128.5,80,,194521,Cat1
1945,9,29,12,21,19.7,127.3,80,,194521,Cat1
1945,9,29,18,21,20.1,126.2,85,,194521,Cat2
1945,9,30,0,21,20.5,125.0,85,,194521,Cat2
1945,9,30,6,21,21.0,123.3,90,,194521,Cat2
1945,9,30,12,21,21.5,121.8,85,,194521,Cat2
1945,9,30,18,21,21.8,120.0,80,,194521,Cat1
1945,10,1,0,21,23.5,119.0,75,,194521,Cat1
1945,10,1,6,21,24.7,119.7,70,,194521,Cat1
1945,10,1,12,21,25.5,120.5,60,,194521,TS
1945,10,1,18,21,26.3,121.5,45,,194521,TS
1945,10,2,0,21,27.0,122.5,35,,194521,TS
1945,9,28,0,22,6.0,160.0,25,,194522,TD
1945,9,28,6,22,6.5,159.0,25,,194522,TD
1945,9,28,12,22,7.0,158.0,25,,194522,TD
1945,9,28,18,22,7.4,157.0,25,,194522,TD
1945,9,29,0,22,8.0,156.0,30,,194522,TD
1945,9,29,6,22,8.8,154.5,30,,194522,TD
1945,9,29,12,22,9.5,153.0,30,,194522,TD
1945,9,29,18,22,10.5,151.4,30,,194522,TD
1945,9,30,0,22,11.5,150.0,30,,194522,TD
1945,9,30,6,22,12.0,149.1,30,,194522,TD
1945,9,30,12,22,12.5,148.5,35,,194522,TS
1945,9,30,18,22,12.9,147.7,35,,194522,TS
1945,10,1,0,22,13.5,147.0,35,,194522,TS
1945,10,1,6,22,14.1,146.0,40,,194522,TS
1945,10,1,12,22,14.7,145.0,45,,194522,TS
1945,10,1,18,22,15.4,144.0,45,,194522,TS
1945,10,2,0,22,16.0,143.0,50,,194522,TS
1945,10,2,6,22,16.7,141.8,50,,194522,TS
1945,10,2,12,22,17.6,140.7,55,,194522,TS
1945,10,2,18,22,18.5,139.4,55,,194522,TS
1945,10,3,0,22,19.5,138.5,55,,194522,TS
1945,10,3,6,22,20.8,137.3,55,,194522,TS
1945,10,3,12,22,22.2,136.5,55,,194522,TS
1945,10,3,18,22,24.0,135.7,55,,194522,TS
1945,10,4,0,22,26.0,135.5,60,,194522,TS
1945,10,4,6,22,28.0,135.4,60,,194522,TS
1945,10,4,12,22,30.0,135.8,60,,194522,TS
1945,10,4,18,22,32.0,136.2,60,,194522,TS
1945,10,5,0,22,34.0,137.0,60,,194522,TS
1945,10,5,6,22,35.8,138.2,50,,194522,TS
1945,10,5,12,22,34.0,142.0,35,,194522,TS
1945,10,5,18,22,35.0,145.5,30,,194522,TD
1945,10,6,0,22,36.5,149.8,25,,194522,TD
1945,10,2,0,23,9.0,161.0,25,,194523,TD
1945,10,2,6,23,9.3,159.6,25,,194523,TD
1945,10,2,12,23,9.7,158.2,25,,194523,TD
1945,10,2,18,23,10.0,156.8,25,,194523,TD
1945,10,3,0,23,10.5,155.5,30,,194523,TD
1945,10,3,6,23,11.0,154.0,30,,194523,TD
1945,10,3,12,23,11.5,152.7,30,,194523,TD
1945,10,3,18,23,12.0,151.4,35,,194523,TS
1945,10,4,0,23,12.5,150.0,35,,194523,TS
1945,10,4,6,23,13.2,148.0,35,,194523,TS
1945,10,4,12,23,13.7,146.8,35,,194523,TS
1945,10,4,18,23,14.3,145.4,40,,194523,TS
1945,10,5,0,23,15.0,144.0,40,,194523,TS
1945,10,5,6,23,15.8,142.8,40,,194523,TS
1945,10,5,12,23,16.4,141.6,40,,194523,TS
1945,10,5,18,23,17.0,140.3,45,,194523,TS
1945,10,6,0,23,17.5,139.0,45,,194523,TS
1945,10,6,6,23,18.0,137.6,45,,194523,TS
1945,10,6,12,23,18.5,136.2,45,,194523,TS
1945,10,6,18,23,19.0,134.8,45,,194523,TS
1945,10,7,0,23,19.5,133.5,50,,194523,TS
1945,10,7,6,23,19.9,132.3,50,,194523,TS
1945,10,7,12,23,20.4,131.2,55,,194523,TS
1945,10,7,18,23,21.0,130.0,55,,194523,TS
1945,10,8,0,23,21.5,129.0,60,,194523,TS
1945,10,8,6,23,22.0,128.5,60,,194523,TS
1945,10,8,12,23,22.8,128.0,60,,194523,TS
1945,10,8,18,23,23.5,127.6,60,,194523,TS
1945,10,9,0,23,24.5,127.5,65,,194523,Cat1
